Id,SalePrice
1461,124252.6599839434
1462,170835.62538858698
1463,183408.15251503454
1464,197619.24611668754
1465,200115.99711181727
1466,168604.16209424328
1467,171203.66403929703
1468,159382.53513714133
1469,188503.75072302145
1470,119457.09491890439
1471,191712.78638968008
1472,94097.46914101117
1473,96964.10867393372
1474,148230.59475604325
1475,115334.88335122871
1476,342396.56767435814
1477,262378.23447537434
1478,291135.22747056576
1479,284279.8789156902
1480,506023.9542150288
1481,337536.8314178386
1482,216716.22946571046
1483,179807.14905986915
1484,161313.6690476499
1485,191821.90028785076
1486,191908.4949856639
1487,332665.6384703641
1488,230013.31091988785
1489,196039.56428737513
1490,249535.60756913337
1491,200806.77572380146
1492,101050.29063497405
1493,172118.6464996609
1494,293374.62063768035
1495,291540.9656854433
1496,231315.7837638313
1497,172917.14111814744
1498,188260.08521989785
1499,157070.84898566574
1500,154782.85343455384
1501,175210.15879647707
1502,136092.7885358491
1503,300307.7716525432
1504,237401.59071862884
1505,227259.88081913703
1506,190901.0634521248
1507,251995.10473885507
1508,199753.7303248537
1509,156139.5627641041
1510,145271.13519547431
1511,169419.3624260558
1512,176288.65462502424
1513,142935.8108586459
1514,161351.01882766688
1515,186194.4845382223
1516,151908.526666743
1517,166120.3887208824
1518,125235.70237451428
1519,214912.67181633634
1520,128449.59126436907
1521,132374.57219656213
1522,178514.47418635405
1523,111009.06544975507
1524,122508.53125259007
1525,120126.2249385443
1526,109387.69435562487
1527,105546.43173862636
1528,128281.36218672057
1529,158096.00860867425
1530,190586.03786126926
1531,111005.63727548473
1532,90925.39328965852
1533,159629.52159794405
1534,97431.82854266983
1535,145618.38559732123
1536,103346.28966455426
1537,64536.241098219725
1538,160876.082702092
1539,198542.90449572395
1540,85891.49748113696
1541,140307.41459234132
1542,151560.75675989644
1543,190637.64500948484
1544,82520.81434700097
1545,121567.15336284292
1546,136350.02573707027
1547,145522.98988961492
1548,133118.13402360005
1549,119518.7015021623
1550,134325.51318574612
1551,102302.1321711186
1552,147764.27807702552
1553,149945.77795522482
1554,114925.59964529653
1555,166870.93207110083
1556,83883.16061597818
1557,117988.16548883505
1558,104860.35460708175
1559,54746.820673490074
1560,131979.8117828119
1561,133192.20081473942
1562,131860.3368577325
1563,119393.18772349207
1564,159024.32008025108
1565,150328.24643759904
1566,233766.66740273905
1567,73779.51905561837
1568,243538.56437149318
1569,140892.1170275558
1570,134640.19154321717
1571,114104.09037656254
1572,143408.05668753825
1573,227035.4783309467
1574,127791.12568664637
1575,241716.9680190746
1576,231401.26217496378
1577,176878.6489902692
1578,135033.99939832048
1579,153621.79521513137
1580,190849.97057927668
1581,153547.69746687185
1582,124031.58554772937
1583,313669.4763465524
1584,212717.3349583656
1585,137038.90349907614
1586,76947.25602355876
1587,104350.76760174689
1588,147188.79525010593
1589,97960.8939519469
1590,130489.1054533156
1591,97341.77541345019
1592,110449.28041756133
1593,124776.10462834213
1594,140181.41485137338
1595,110914.39386994665
1596,226588.3825312683
1597,202602.93910674812
1598,237856.92701855188
1599,187251.47401476
1600,179606.16295990374
1601,63552.30980063776
1602,114639.33640859605
1603,61058.4593074494
1604,268075.6843204512
1605,237731.32553741342
1606,171887.2713388702
1607,169689.15768795024
1608,218013.7080803002
1609,179550.21143073088
1610,158503.71312982534
1611,140662.54962002483
1612,174707.6411802612
1613,168306.7479415373
1614,119764.81929300564
1615,86890.27799754316
1616,77362.89891342957
1617,87014.67728284565
1618,135625.94800297287
1619,138614.79503090965
1620,161211.14452351665
1621,137769.87688060343
1622,139978.60210024856
1623,257363.32848029115
1624,216780.0317478465
1625,113967.17283487204
1626,171865.47868564693
1627,192571.92438850814
1628,271432.8984560854
1629,181212.69303801155
1630,380171.9635552899
1631,247381.6862607679
1632,262171.68801622756
1633,165546.42144346604
1634,178193.8644039702
1635,173895.6385228741
1636,147254.647614662
1637,201626.03582797456
1638,184111.11822642345
1639,180196.77164601354
1640,244596.3403767442
1641,178075.87802308064
1642,245129.06500731385
1643,221881.52316167302
1644,233919.01104471885
1645,216113.56836912877
1646,154527.00728602367
1647,148826.74892290522
1648,124686.75176587778
1649,139543.14448272996
1650,113319.55090399599
1651,116497.42485595137
1652,97687.4053790792
1653,100022.27237134079
1654,145197.90898537324
1655,137417.40539773303
1656,143752.4810848344
1657,152783.69661311668
1658,146607.6596243171
1659,122128.62172735446
1660,147770.51508614878
1661,458400.0385504866
1662,373634.0196284459
1663,373215.5900941888
1664,673799.7258300413
1665,289288.2065640999
1666,311310.9495571813
1667,385558.1473786633
1668,324281.2543707866
1669,296095.52903619845
1670,331981.1435403111
1671,283270.08771642746
1672,439003.3832053743
1673,304418.82956394536
1674,245589.42022885813
1675,209617.75634540984
1676,203848.02699822249
1677,234991.68474428225
1678,484098.77565770433
1679,391953.9262317932
1680,313203.4527755712
1681,229747.8188000332
1682,320143.685755173
1683,187830.70050175715
1684,177688.46196093917
1685,173182.1547258209
1686,167976.58289983193
1687,170769.8591112672
1688,188130.69388580028
1689,189638.11247355072
1690,194114.74738743977
1691,182780.81554626772
1692,251316.21550021315
1693,173632.3358304529
1694,179839.65679947598
1695,162519.4188891036
1696,287736.88407190854
1697,169384.9142109978
1698,357602.39615769294
1699,312496.27538989915
1700,254415.0649379947
1701,266285.79753935355
1702,249355.23328509883
1703,242575.702742544
1704,280598.6788233341
1705,228199.3163289475
1706,358948.55083163874
1707,205513.43171352003
1708,205258.77056602295
1709,272266.4028480914
1710,225474.10082856374
1711,280558.868836515
1712,257416.95384691528
1713,274299.29101947683
1714,226416.14482994683
1715,207739.45083788462
1716,184952.01598144544
1717,176566.87609803042
1718,138609.84858447904
1719,209882.99292213577
1720,223398.55343605715
1721,152758.2792395991
1722,121665.63193934671
1723,151943.63957980034
1724,198497.43147864268
1725,232991.27518590758
1726,186387.05022790222
1727,155634.32274742288
1728,157826.05679657464
1729,168375.4120372302
1730,152500.59814531895
1731,119621.77737259777
1732,126400.06809580029
1733,109530.02750859752
1734,118871.56755602415
1735,110994.2818456383
1736,105894.79120601568
1737,323625.41833691444
1738,257621.16037094596
1739,219831.57754565208
1740,228725.11034472528
1741,202983.04434727656
1742,167104.7237259783
1743,171196.18349573476
1744,320396.52412924764
1745,226300.56641310352
1746,170154.66780027997
1747,220218.79426694819
1748,216073.8234770398
1749,143137.62550130166
1750,124937.14895597778
1751,242283.71284123862
1752,110651.3700555338
1753,149761.12891318245
1754,194462.3322849081
1755,166540.46563591855
1756,123276.86152828831
1757,118376.37525898374
1758,147331.8531172274
1759,160630.47385458206
1760,167854.6349392084
1761,155863.71938829712
1762,175933.88945186566
1763,185576.26917670615
1764,112601.61797020523
1765,139367.67192658345
1766,192938.05196110543
1767,231592.4770193809
1768,139436.82196333742
1769,167820.09892642518
1770,150314.15260596233
1771,117427.19218701718
1772,133820.1531800225
1773,117620.93965675778
1774,147062.86261912977
1775,138639.40836933683
1776,130823.09355693372
1777,102719.34352150235
1778,139024.7726188752
1779,143618.2916279692
1780,168867.6264817866
1781,122607.97624192439
1782,87078.96449319721
1783,151287.08400652153
1784,113548.5196936974
1785,118090.0807684969
1786,140865.81953415764
1787,158295.19008019133
1788,62039.60907730111
1789,96855.43378746032
1790,80738.65831846105
1791,183703.66372469504
1792,157136.3700814705
1793,130839.83253497047
1794,158857.19214979076
1795,141765.2917884046
1796,128221.79628335196
1797,113964.66031078367
1798,114162.3809885405
1799,111935.63045870181
1800,129469.65965553216
1801,122459.91317254126
1802,128054.22683752945
1803,145721.05102085904
1804,137856.46752998402
1805,132406.18414687458
1806,127033.79822518196
1807,142890.34479347558
1808,125064.05216184178
1809,126058.18863998081
1810,141085.56973981528
1811,83779.08315493175
1812,99237.72317464792
1813,124936.72022636121
1814,95810.9693181844
1815,59311.98966309885
1816,92512.58788442034
1817,107908.85720814994
1818,144790.20262462727
1819,121138.92631956606
1820,44037.358967143366
1821,105728.10745785548
1822,151172.59144825823
1823,40264.416264991734
1824,123441.81866152992
1825,131336.14455498985
1826,110149.84099091796
1827,102744.69435778353
1828,132311.02775025237
1829,117985.67934083748
1830,152208.38956979197
1831,147386.96035927196
1832,58988.54588704507
1833,140775.18661118674
1834,123629.18700876398
1835,129968.69466864716
1836,129686.61642716649
1837,95814.34975839872
1838,131467.50910803973
1839,98781.53971762011
1840,145474.52076470634
1841,131819.90634316375
1842,87349.9370868718
1843,133567.03944842107
1844,137295.67038229742
1845,145761.08212064422
1846,159566.86307585367
1847,170311.1636545435
1848,58979.41164991509
1849,105571.03431980748
1850,116263.31798122404
